,user,timestamp,xcoordinate,ycoordinate
0,12,2017-07-13 09:36:00,0.906835415245,0.77648365603
1,12,2017-07-30 15:23:00,0.928587100779,0.804963534519
2,12,2017-05-05 00:41:00,0.904091136788,0.784043025546
3,12,2017-07-26 06:10:00,0.906752305581,0.804461476079
4,12,2017-05-22 13:22:00,0.900641331999,0.781682623013
5,12,2017-06-11 13:05:00,0.899680346191,0.79089253574
6,8,2017-07-13 09:40:00,0.873765362159,0.808706635779
7,8,2017-07-30 15:23:00,0.913475724652,0.789742473082
8,8,2017-05-05 00:43:00,0.915255651905,0.79068534308
9,8,2017-07-26 06:12:00,0.916272927407,0.7858601468
10,8,2017-05-22 13:22:00,0.906846837714,0.805806828159
11,8,2017-06-11 13:06:00,0.905919248119,0.811344340937
12,9,2017-07-13 09:38:00,0.901493081766,0.791248850552
13,9,2017-07-30 15:27:00,0.904264120416,0.797024127313
14,9,2017-05-05 00:44:00,0.898657440908,0.799971543262
15,9,2017-07-26 06:10:00,0.88537237735,0.780831425992
16,9,2017-05-22 13:24:00,0.884461798214,0.79925171922
17,9,2017-06-11 13:05:00,0.926481046029,0.802018500756
18,37,2017-07-13 09:38:00,0.904266032244,0.803248782299
19,37,2017-07-30 15:27:00,0.904424552411,0.792057114571
20,37,2017-05-05 00:44:00,0.875620018766,0.801346346181
21,37,2017-07-26 06:13:00,0.90062096412,0.810840043821
22,37,2017-05-22 13:22:00,0.894725330231,0.806605356295
23,37,2017-06-11 13:06:00,0.911555941373,0.784681159055
24,49,2017-06-08 11:55:00,0.896705078874,0.801677120313
25,49,2017-07-26 08:27:00,0.895725088473,0.790988753541
26,49,2017-07-06 16:28:00,0.894769387078,0.783909220142
27,49,2017-06-12 07:32:00,0.885053069916,0.794400956162
28,49,2017-05-06 06:27:00,0.912029514244,0.794156816282
29,49,2017-05-26 04:37:00,0.905291991316,0.797359651776
30,49,2017-06-27 00:30:00,0.887943080977,0.810355396322
31,49,2017-05-02 03:25:00,0.910735880959,0.791620152078
32,1,2017-06-08 11:56:00,0.894200053043,0.811908780449
33,1,2017-07-26 08:31:00,0.916803053534,0.77531959393
34,1,2017-07-06 16:30:00,0.918575384438,0.795928522254
35,1,2017-06-12 07:32:00,0.912561944487,0.803268603796
36,1,2017-05-06 06:31:00,0.898574708459,0.807674086383
37,1,2017-05-26 04:40:00,0.886931934577,0.81281784751
38,1,2017-06-27 00:33:00,0.903069683328,0.790823024672
39,1,2017-05-02 03:26:00,0.892022598753,0.806689446759
40,99,2017-06-08 11:55:00,0.89878075872,0.793080342722
41,99,2017-07-26 08:27:00,0.900760327318,0.809638845916
42,99,2017-07-06 16:31:00,0.903383359225,0.819992469124
43,99,2017-06-12 07:33:00,0.89265887057,0.80431364947
44,99,2017-05-06 06:31:00,0.89046415234,0.771642959795
45,99,2017-05-26 04:40:00,0.882518950978,0.805212144035
46,99,2017-06-27 00:32:00,0.907064799925,0.778628300299
47,99,2017-05-02 03:27:00,0.88845418384,0.814076056056
48,46,2017-06-08 11:58:00,0.893472569493,0.791926591587
49,46,2017-07-26 08:28:00,0.89730221059,0.783961943135
50,46,2017-07-06 16:32:00,0.881988975142,0.798647023551
51,46,2017-06-12 07:32:00,0.914148838732,0.790868189206
52,46,2017-05-06 06:30:00,0.903624404023,0.789827640877
53,46,2017-05-26 04:38:00,0.886853184391,0.795055222357
54,46,2017-06-27 00:31:00,0.902028195709,0.79439298979
55,46,2017-05-02 03:27:00,0.899579586923,0.811573657694
56,67,2017-06-08 11:56:00,0.898172216155,0.795628604751
57,67,2017-07-26 08:30:00,0.916206408361,0.799290126587
58,67,2017-07-06 16:32:00,0.88921151478,0.78961225515
59,67,2017-06-12 07:34:00,0.90776839323,0.787969553898
60,67,2017-05-06 06:29:00,0.895003323098,0.793518419392
61,67,2017-05-26 04:38:00,0.900127317425,0.792876744954
62,67,2017-06-27 00:31:00,0.913097234384,0.798804354697
63,67,2017-05-02 03:25:00,0.901461047398,0.801733434068
64,52,2017-06-08 11:57:00,0.903416419153,0.804139267198
65,52,2017-07-26 08:28:00,0.902435370286,0.776710947485
66,52,2017-07-06 16:32:00,0.901288631353,0.803707398072
67,52,2017-06-12 07:35:00,0.900896136434,0.803807021353
68,52,2017-05-06 06:29:00,0.905143050704,0.794206074695
69,52,2017-05-26 04:38:00,0.894430138215,0.808400536737
70,52,2017-06-27 00:32:00,0.902555996495,0.796343475923
71,52,2017-05-02 03:26:00,0.891276251704,0.7705378822
72,62,2017-06-08 11:59:00,0.913270961479,0.818342017383
73,62,2017-07-26 08:29:00,0.898812048187,0.802598396856
74,62,2017-07-06 16:32:00,0.876728105323,0.782260442287
75,62,2017-06-12 07:32:00,0.904479136396,0.787667841054
76,62,2017-05-06 06:28:00,0.880174888343,0.806817693522
77,62,2017-05-26 04:41:00,0.900671448972,0.792033576071
78,62,2017-06-27 00:30:00,0.904381782653,0.809963067811
79,62,2017-05-02 03:28:00,0.916420803459,0.800891915525
80,13,2017-07-12 01:48:00,0.888101848229,0.795182828457
81,13,2017-05-28 01:04:00,0.914651883918,0.804225922021
82,13,2017-06-20 01:10:00,0.898863929964,0.804955722603
83,13,2017-07-02 18:47:00,0.895361834345,0.796784429977
84,13,2017-07-15 23:18:00,0.909096839742,0.786790482858
85,13,2017-07-13 15:15:00,0.892467613275,0.789071744785
86,72,2017-07-12 01:52:00,0.905907570544,0.807589445715
87,72,2017-05-28 01:07:00,0.900958646312,0.802356562108
88,72,2017-06-20 01:14:00,0.925047246666,0.79926922195
89,72,2017-07-02 18:50:00,0.898323164502,0.806814274868
90,72,2017-07-15 23:18:00,0.903777860828,0.795492592767
91,72,2017-07-13 15:15:00,0.909954169919,0.802093502362
92,1,2017-07-12 01:50:00,0.922240582815,0.797158659985
93,1,2017-05-28 01:06:00,0.897412659273,0.805567084503
94,1,2017-06-20 01:12:00,0.902416236106,0.778280210985
95,1,2017-07-02 18:50:00,0.909644235785,0.799624602118
96,1,2017-07-15 23:21:00,0.898273160489,0.785457358595
97,1,2017-07-13 15:17:00,0.896585497384,0.807070814198
98,10,2017-07-12 01:50:00,0.911545259463,0.794818668694
99,10,2017-05-28 01:06:00,0.906101980404,0.808559595363
100,10,2017-06-20 01:12:00,0.893095903456,0.808077770053
101,10,2017-07-02 18:49:00,0.88072888231,0.802448076952
102,10,2017-07-15 23:21:00,0.898572450234,0.802308369673
103,10,2017-07-13 15:19:00,0.88887985894,0.827117824889
104,15,2017-07-12 01:48:00,0.909425604503,0.79321568507
105,15,2017-05-28 01:04:00,0.897262752482,0.786115828847
106,15,2017-06-20 01:12:00,0.900800566922,0.797765101392
107,15,2017-07-02 18:50:00,0.895491793461,0.800181459461
108,15,2017-07-15 23:19:00,0.908734884524,0.807231672968
109,15,2017-07-13 15:15:00,0.887593514841,0.816806218704
110,95,2017-05-21 06:15:00,0.899616557678,0.797749679818
111,95,2017-07-23 19:44:00,0.888950472985,0.812645983493
112,95,2017-06-17 01:14:00,0.896136839178,0.784478046855
113,95,2017-06-12 05:52:00,0.911852290881,0.791072571901
114,95,2017-05-11 15:43:00,0.889923645767,0.795219921759
115,95,2017-07-07 19:11:00,0.890205589361,0.789086684276
116,1,2017-05-21 06:16:00,0.910711058785,0.792532578545
117,1,2017-07-23 19:48:00,0.90570663695,0.786027532516
118,1,2017-06-17 01:15:00,0.925830583799,0.803235614864
119,1,2017-06-12 05:56:00,0.896407660203,0.797311056533
120,1,2017-05-11 15:43:00,0.895719009831,0.806528528066
121,1,2017-07-07 19:11:00,0.898165777925,0.795482757286
122,89,2017-05-21 06:17:00,0.899622385031,0.7968830937
123,89,2017-07-23 19:46:00,0.90269048884,0.799318295703
124,89,2017-06-17 01:15:00,0.903029428885,0.803833923579
125,89,2017-06-12 05:53:00,0.900425232506,0.799289261088
126,89,2017-05-11 15:44:00,0.912665647163,0.805447705945
127,89,2017-07-07 19:14:00,0.91299415391,0.795508840891
128,13,2017-05-22 05:49:00,0.902353508687,0.792601781741
129,13,2017-06-04 18:41:00,0.896400529261,0.799967144632
130,13,2017-07-29 06:06:00,0.89012906041,0.792222995297
131,72,2017-05-22 05:50:00,0.895576439792,0.795660258185
132,72,2017-06-04 18:45:00,0.909056487233,0.792717384839
133,72,2017-07-29 06:06:00,0.896790630399,0.79114844229
134,1,2017-05-22 05:50:00,0.887158153885,0.807623511616
135,1,2017-06-04 18:45:00,0.902572386304,0.800867639201
136,1,2017-07-29 06:07:00,0.892187029951,0.803663797579
137,10,2017-05-22 05:51:00,0.886179820085,0.803503339495
138,10,2017-06-04 18:41:00,0.88831734861,0.791732208466
139,10,2017-07-29 06:08:00,0.88740198932,0.801641712373
140,15,2017-05-22 05:50:00,0.906167638799,0.794888596178
141,15,2017-06-04 18:45:00,0.905230235178,0.800653049485
142,15,2017-07-29 06:08:00,0.893396085699,0.806412374213
143,40,2017-05-10 03:48:00,0.895264155944,0.801672020332
144,40,2017-07-05 08:33:00,0.906050924888,0.798896184624
